ID_Oferta,Titulo_Oferta,Ciudad,Region_Departamento,Fecha_Publicacion,Tipo_Contrato,Tipo_Jornada,Modalidad_Trabajo,Salario_Monto,Salario_Moneda,Salario_Tipo_Pago,Lenguajes_Lista,Frameworks_Lista,Bases_Datos_Lista,Herramientas_Lista,Nivel_Ingles,Nivel_Educacion,Anos_Experiencia,Conocimientos_Adicionales_Lista,Edad_Minima,Edad_Maxima,Categoria_Puesto,Nombre_Empresa,Contenido_Descripcion_Empresa,Enlace_Oferta,Contenido_Descripcion_Oferta
812,Trabajo desde casa desarrollador node backend / ref. 0111,Arequipa,Ucayali,01/04/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$2,800.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Técnico,1,"Postgresql,Css,Html,Java,Javascript,Lean,Agile",20,43,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-node-backend-ref-0111-en-arequipa-FA46B6E6A040B97161373E686DCF3405#lc=ListOffers-Score3-14,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Node Backend en BairesDev Ser un Desarrollador Node Backend en nuestro equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimientos e independencia. Innovación también está en el corazón de la estrategia en BairesDev. Así que, si estás dispuesto a asumir las tareas más complejas y ser un..."
813,Trabajo desde casa líder técnico scala / ref. 0100,Chimbote,Ucayali,04/05/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$2,900.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Técnico,2,"Tecnología de la información,Scala,Lean,Agile",21,43,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-lider-tecnico-scala-ref-0100-en-chimbote-3A681300307653E061373E686DCF3405#lc=ListOffers-Score3-15,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Líder Técnico Scala en BairesDev 1 ¿Qué Buscamos?: Buscamos Líder Técnico Scala para sumarse al equipo de Desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. Buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. Se trata ..."
814,Trabajo desde casa líder técnico ruby / ref. 0026,Pucallpa,Lambayeque,17/03/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$3,000.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Universitario,1,"Lean,Agile",19,30,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-lider-tecnico-ruby-ref-0026-en-pucallpa-EB3E575CCB5B041461373E686DCF3405#lc=ListOffers-Score3-18,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Líder Técnico Ruby en BairesDev Únete como Líder Técnico de Ruby para guiar a un equipo en el desarrollo de aplicaciones Ruby de vanguardia. Con tu conocimiento avanzado de Ruby y prácticas de desarrollo web, establecerás estándares técnicos, impulsarás el éxito de los proyectos y asegurarás la entrega de aplicaciones web de alto rendimiento, fomentando la innovación y el crecimiento técnico. Lo que..."
815,Trabajo desde casa react team lead / ref. 0169,Pucallpa,Lima,08/02/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$3,100.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Universitario,2,"Javascript,Ruby on rails,Lean,Agile",19,30,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-react-team-lead-ref-0169-en-pucallpa-2EFE273AFDCCD71261373E686DCF3405#lc=ListOffers-Score3-19,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. React Team Lead en BairesDev Si eres un líder natural con experiencia como mentor, ¡este trabajo es para ti! Como React Team Lead en nuestro equipo de desarrollo, tu misión será supervisar técnicamente a un equipo de desarrolladores front y back experimentados. Trabajarás en un equipo global de ritmo rápido encargado de llevar la innovación al siguiente nivel. La innovación está en el corazón de la e..."
816,Trabajo desde casa react native tech lead / ref. 0198,Pucallpa,Arequipa,12/01/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$3,200.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Técnico,2,"Tecnología de la información,Lean,Agile",19,30,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-react-native-tech-lead-ref-0198-en-pucallpa-A56EF536551E480161373E686DCF3405#lc=ListOffers-Score3-0,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. React Native Tech Lead en BairesDev Si eres un líder por naturaleza con experiencia como mentor, ¡Este es el trabajo para ti! Como Líder Tech de React Native en nuestro equipo de Desarrollo, tu misión será supervisar técnicamente a un equipo de desarrolladores de Front y Back End. Trabajarás en un equipo global de ritmo acelerado encargado de llevar la innovación al siguiente nivel. La innovación est..."
817,Trabajo desde casa react native developer / ref. 0198,Chiclayo,Lima,23/05/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$3,300.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Técnico,2,"Java,Tecnología de la información,Lean,Agile",19,30,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-react-native-developer-ref-0198-en-chiclayo-73F77EEB965AA3F661373E686DCF3405#lc=ListOffers-Score3-1,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. React Native Developer en BairesDev Ser un Desarrollador Senior de React Native en nuestro equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. En este sentido, esperamos que tus habilidades sean una combinación de experiencia, conocimientos e independencia. La innovación también se encuentra en el eje central de la estrategia de BairesDev. Por lo tanto, si estás dispuesto..."
818,Trabajo desde casa desarrollador react frontend / ref. 0169,San isidro,Lima,20/02/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$3,400.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Técnico,2,"Css,Html,Java,Javascript,Tecnología de la información,Lean,Agile",19,30,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-react-frontend-ref-0169-en-san-isidro-68501E885B955BD761373E686DCF3405#lc=ListOffers-Score3-2,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador React Frontend en BairesDev Ser un Desarrollador React Frontend en nuestro equipo de Desarrollo es ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimientos e independencia. La Innovación es también el corazón de la estrategia en BairesDev. Por lo tanto, si estás dispuesto a asumir las tareas más complejas y ser ..."
819,Trabajo desde casa desarrollador react junior / ref. 0169,Arequipa,Arequipa,28/04/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$3,500.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Técnico,2,"Prototype,Lean,Agile,Scrum",No disponible,No disponible,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-react-junior-ref-0169-en-arequipa-AFE29402BC8F51C361373E686DCF3405#lc=ListOffers-Score3-3,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador React Junior en BairesDev Únete a nuestro equipo como Desarrollador React Junior. Aporta tus primeros conocimientos en React, JavaScript y desarrollo web. Valoramos tu dedicación a la mejora continua de tus habilidades y tu entusiasmo por construir aplicaciones web amigables para el usuario. Lo que harás - Desarrollar y mantener aplicaciones React, garantizando la calidad del código y..."
820,Trabajo desde casa react developer / ref. 0169,Santiago de surco,Ucayali,05/01/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$3,600.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Universitario,3,"Oracle,Python,Tecnología de la información,Django,Lean,Agile,Mysql",No disponible,No disponible,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-react-developer-ref-0169-en-santiago-de-surco-70EB094620BC9C4861373E686DCF3405#lc=ListOffers-Score3-4,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. React Developer en BairesDev Ser un Desarrollador Senior de React en nuestro equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. En este sentido, esperamos que tus habilidades sean una combinación de experiencia, conocimientos e independencia. La innovación también se encuentra en el eje central de la estrategia de BairesDev. Por lo tanto, si estás dispuesto a asumir las ..."
821,Trabajo desde casa desarrollador senior de automatización qa / ref. 0166,Lima,Amazonas,07/03/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$3,700.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Universitario,1,"Javascript,Tecnología de la información,Lean,Agile",No disponible,No disponible,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-senior-de-automatizacion-qa-ref-0166-en-lima-AE444221C16CB8A161373E686DCF3405#lc=ListOffers-Score3-5,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Senior de Automatización QA en BairesDev Ser un Desarrollador Senior de Automatización QA en nuestro Equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimiento e independencia. La innovación también está en el corazón de la estrategia de BairesDev. Por lo tanto, si usted está dispuesto ..."
822,Trabajo desde casa gerente de qa / ref. 0027,Arequipa,Lambayeque,24/03/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$3,800.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Técnico,1,"Lean,Agile",No disponible,No disponible,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-gerente-de-qa-ref-0027-en-arequipa-383DCA5850C24C4661373E686DCF3405#lc=ListOffers-Score3-6,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Gerente de QA en BairesDev Ser un Desarrollador QA Manager en nuestro Equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimiento e independencia. La innovación también está en el centro de la estrategia de BairesDev. Por lo tanto, si usted estuviera dispuesto a asumir las tareas más complejas y ser u..."
823,Trabajo desde casa python tech lead / ref. 0071,Pucallpa,Lima,04/04/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$3,900.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Universitario,5,"Lean,Agile",25,45,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-python-tech-lead-ref-0071-en-pucallpa-E04A1F3822D68DAC61373E686DCF3405#lc=ListOffers-Score3-7,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Python Tech Lead en BairesDev Buscamos Líderes Técnicos Python para sumarse al equipo de Desarrollo y participar en distintos proyectos conformados por equipos multiculturales distribuidos en todo el mundo. Buscamos personas proactivas, dinámicas y team players, con gran capacidad de organización, acostumbradas a manejar múltiples tareas y con marcada atención al detalle. Se trata de una excelente op..."
824,Trabajo desde casa desarrollador python junior / ref. 0071,Chachapoyas,Lima,12/02/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$4,000.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Técnico,1,Administración de sistemas,25,44,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-python-junior-ref-0071-en-chachapoyas-15A99EE7D4187F5E61373E686DCF3405#lc=ListOffers-Score3-8,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Python Junior en BairesDev Sumérgete en el rol de Desarrollador Python Junior junto a nuestro equipo de desarrollo. Aquí, tendrás la oportunidad de destacarte en Python y frameworks clave. Tus contribuciones impactarán directamente en el desarrollo de aplicaciones de vanguardia, mientras colaboras con un equipo solidario y experimentado. Lo que harás - Desarrollar y mantener aplicacio..."
825,Trabajo desde casa ingeniero python / ref. 0071,Chiclayo,Lima,22/05/2025,Contrato a plazo indeterminado,Tiempo completo,Remoto,"$1,000.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Universitario,3,No disponible,26,35,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-python-ref-0071-en-chiclayo-AB8D168E2C4E802561373E686DCF3405#lc=ListOffers-Score3-9,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Ingeniero Python en BairesDev Ser un Ingeniero Python en nuestro Equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimiento e independencia. La innovación también está en el corazón de la estrategia de BairesDev. Por lo tanto, si estás dispuesto a asumir las tareas más complejas y ser un maestro de t..."
826,Trabajo desde casa desarrollador java junior / ref. 0003,Lima,Lima,24/01/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$1,100.00",USD,Mensual,"C#,Javascript","Asp.net,.net core",Sql server,"Git,Azure devops",Avanzado,Técnico,2,Administración de sistemas,18,30,Desarrollador/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-java-junior-ref-0003-en-lima-A103E5F885713E2561373E686DCF3405#lc=ListOffers-Score3-10,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Java Junior en BairesDev Como Desarrollador Java Junior, aplica tus conocimientos de Java para contribuir al desarrollo de aplicaciones del lado del servidor. Participa en varias etapas del ciclo de vida del desarrollo, mejorando tus habilidades en Java y su aplicación en la construcción de soluciones de software robustas. Lo que harás: - Desarrollar y mantener aplicaciones Java, enfo..."
