ID_Oferta,Titulo_Oferta,Ciudad,Region_Departamento,Fecha_Publicacion,Tipo_Contrato,Tipo_Jornada,Modalidad_Trabajo,Salario_Monto,Salario_Moneda,Salario_Tipo_Pago,Lenguajes_Lista,Frameworks_Lista,Bases_Datos_Lista,Herramientas_Lista,Nivel_Ingles,Nivel_Educacion,Anos_Experiencia,Conocimientos_Adicionales_Lista,Edad_Minima,Edad_Maxima,Categoria_Puesto,Nombre_Empresa,Contenido_Descripcion_Empresa,Enlace_Oferta,Contenido_Descripcion_Oferta
321,Trabajo desde casa ingeniero de datos / ref. 0339,Huancayo,Arequipa,23/03/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$7,100.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,Nivel no especificado,Universitario,1,No disponible,19,50,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-de-datos-ref-0339-en-huancayo-26A780CB2808B2DC61373E686DCF3405#lc=ListOffers-Score3-13,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Ingeniero de Datos en BairesDev Estamos buscando un Ingeniero de Datos para unirse a nuestro equipo de Desarrollo y participar en diferentes proyectos formados por equipos multiculturales distribuidos por todo el mundo. Actividades Principales: - Entrevistar a otros Data Scientists e Ingenieros de Datos para evaluar sus habilidades técnicas. - Introducir los datos de esas entrevistas en el producto..."
322,Trabajo desde casa desarrollador python backend / investigación y desarrollo / ref. 0071,Arequipa,Loreto,26/01/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$8,100.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,No disponible,Universitario,5,Administración de sistemas,19,48,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-python-backend-investigacion-y-desarrollo-ref-0071-en-arequipa-FBFF577EA11CA94061373E686DCF3405#lc=ListOffers-Score3-14,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Python Backend / Investigación y Desarrollo en BairesDev Estamos buscando Arquitectos Backend Python sobresalientes para unirse al Equipo de Investigación y Desarrollo (I+D) de BairesDev. Nuestro equipo de I+D es la parte esencial de nuestras soluciones tecnológicas que impulsan millones en ingresos cada año, por lo que sólo contratamos a lo mejor de lo mejor. Dentro del equipo encontra..."
323,Trabajo desde casa desarrollador java / ref. 0003,Arequipa,Lima,03/02/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$5,300.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,Nivel no especificado,Universitario,5,Administración de sistemas,19,50,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-java-ref-0003-en-arequipa-B4E686880F7A8C4461373E686DCF3405#lc=ListOffers-Score3-15,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Java en BairesDev Ser un Desarrollador Java en nuestro Equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades combinen experiencia, conocimiento e independencia. La innovación también está en el centro de la estrategia de BairesDev. Por lo tanto, si usted está dispuesto a asumir las tareas más complejas y ser un maestro de su pila ..."
324,Trabajo desde casa arquitecto react frontend / ref. 0169,Iquitos,La libertad,09/03/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$3,200.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,Nivel no especificado,Técnico,5,No disponible,19,50,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-arquitecto-react-frontend-ref-0169-en-iquitos-37935CBBBBC4493A61373E686DCF3405#lc=ListOffers-Score3-17,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Arquitecto React Frontend en BairesDev ¿Eres un Arquitecto React Frontend capaz de proporcionar los más altos estándares de calidad e innovación tecnológica? ¿Te motiva el progreso continuo, ayudando a los diferentes tipos de clientes de todo el mundo? Si es así, probablemente eres un buen candidato para nuestro equipo de desarrollo. ¡Presenta tu candidatura! Dirigirás un equipo virtual y deberás ser..."
325,Trabajo desde casa desarrollador java semi senior / ref. 0003,San isidro,La libertad,17/02/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$3,400.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,No disponible,Técnico,5,Administración de sistemas,19,50,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-java-semi-senior-ref-0003-en-san-isidro-99BAB5C65048CA3961373E686DCF3405#lc=ListOffers-Score3-18,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Java Semi Senior en BairesDev Ser un Desarrollador Java Semi Senior en nuestro Equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimiento e independencia. La innovación también está en el centro de la estrategia de BairesDev. Por lo tanto, si usted está dispuesto a asumir las tareas más..."
326,Trabajo desde casa ingeniero de datos / ref. 0339,Trujillo,La libertad,30/04/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$5,300.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,Nivel no especificado,Técnico,5,No disponible,18,50,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-de-datos-ref-0339-en-trujillo-CA1EB26AF64F6FC561373E686DCF3405#lc=ListOffers-Score3-19,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Ingeniero de Datos en BairesDev Estamos buscando un Ingeniero de Datos para unirse a nuestro equipo de Desarrollo y participar en diferentes proyectos formados por equipos multiculturales distribuidos por todo el mundo. Actividades Principales: - Entrevistar a otros Data Scientists e Ingenieros de Datos para evaluar sus habilidades técnicas. - Introducir los datos de esas entrevistas en el producto..."
327,Trabajo desde casa desarrollador node junior/midlevel / ref. 0111,Trujillo,La libertad,02/03/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$5,900.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,Nivel no especificado,Universitario,5,No disponible,19,45,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-node-juniormidlevel-ref-0111-en-trujillo-9BBF4C29DE56EFDE61373E686DCF3405#lc=ListOffers-Score3-0,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Node Junior/MidLevel en BairesDev Ser un desarrollador Node Junior/MidLevel en nuestro equipo de desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que sus habilidades sean una combinación de experiencia, conocimiento e independencia. La innovación también está en el corazón de la estrategia de BairesDev. ¿Qué harás? - Ser un arquitecto de sistemas backen..."
328,Trabajo desde casa desarrollador java backend / ref. 0003,Trujillo,Lima,03/05/2025,Contrato por inicio o incremento de actividad,Tiempo completo,Presencial,"$6,700.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,No disponible,Universitario,5,Administración de sistemas,20,43,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-java-backend-ref-0003-en-trujillo-290EBA28F7F6406D61373E686DCF3405#lc=ListOffers-Score3-1,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Java Backend en BairesDev Ser un Desarrollador Java Backend en nuestro Equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades combinen experiencia, conocimiento e independencia. La innovación también está en el centro de la estrategia de BairesDev. Por lo tanto, si estás dispuesto a asumir las tareas más complejas y ser un maestro ..."
329,Trabajo desde casa desarrollador python backend / investigación y desarrollo / ref. 0071,Trujillo,Lima,15/01/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$2,700.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,No disponible,Universitario,5,"Oracle,Python,Tecnología de la información,Django,Lean,Agile",21,43,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-python-backend-investigacion-y-desarrollo-ref-0071-en-trujillo-EDBF82B23C00F38261373E686DCF3405#lc=ListOffers-Score3-2,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Python Backend / Investigación y Desarrollo en BairesDev Estamos buscando Arquitectos Backend Python sobresalientes para unirse al Equipo de Investigación y Desarrollo (I+D) de BairesDev. Nuestro equipo de I+D es la parte esencial de nuestras soluciones tecnológicas que impulsan millones en ingresos cada año, por lo que sólo contratamos a lo mejor de lo mejor. Dentro del equipo encontra..."
330,Trabajo desde casa desarrollador java semi senior / ref. 0003,San isidro,Piura,19/01/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$6,400.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,No disponible,Universitario,5,"Javascript,Tecnología de la información,Lean,Agile",19,30,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-java-semi-senior-ref-0003-en-san-isidro-7084E23EB0BC404761373E686DCF3405#lc=ListOffers-Score3-3,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Java Semi Senior en BairesDev Ser un Desarrollador Java Semi Senior en nuestro Equipo de Desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que tus habilidades sean una combinación de experiencia, conocimiento e independencia. La innovación también está en el centro de la estrategia de BairesDev. Por lo tanto, si usted está dispuesto a asumir las tareas más..."
331,Trabajo desde casa arquitecto react frontend / ref. 0169,Ancon,Lima,19/04/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$8,700.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,Nivel no especificado,Técnico,5,Administración de sistemas,19,30,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-arquitecto-react-frontend-ref-0169-en-ancon-6C2047F36C4DEE8561373E686DCF3405#lc=ListOffers-Score3-4,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Arquitecto React Frontend en BairesDev ¿Eres un Arquitecto React Frontend capaz de proporcionar los más altos estándares de calidad e innovación tecnológica? ¿Te motiva el progreso continuo, ayudando a los diferentes tipos de clientes de todo el mundo? Si es así, probablemente eres un buen candidato para nuestro equipo de desarrollo. ¡Presenta tu candidatura! Dirigirás un equipo virtual y deberás ser..."
332,Trabajo desde casa ingeniero de datos / ref. 0339,Piura,Arequipa,18/01/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$3,700.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,Nivel no especificado,Técnico,5,No disponible,19,30,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-ingeniero-de-datos-ref-0339-en-piura-9A49EB656D9E103461373E686DCF3405#lc=ListOffers-Score3-5,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Ingeniero de Datos en BairesDev Estamos buscando un Ingeniero de Datos para unirse a nuestro equipo de Desarrollo y participar en diferentes proyectos formados por equipos multiculturales distribuidos por todo el mundo. Actividades Principales: - Entrevistar a otros Data Scientists e Ingenieros de Datos para evaluar sus habilidades técnicas. - Introducir los datos de esas entrevistas en el producto..."
333,Trabajo desde casa desarrollador python backend / investigación y desarrollo / ref. 0071,Lima,Lima,26/04/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$2,100.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,No disponible,Técnico,5,No disponible,19,30,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-python-backend-investigacion-y-desarrollo-ref-0071-en-lima-BE17433429C73D9F61373E686DCF3405#lc=ListOffers-Score3-6,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Python Backend / Investigación y Desarrollo en BairesDev Estamos buscando Arquitectos Backend Python sobresalientes para unirse al Equipo de Investigación y Desarrollo (I+D) de BairesDev. Nuestro equipo de I+D es la parte esencial de nuestras soluciones tecnológicas que impulsan millones en ingresos cada año, por lo que sólo contratamos a lo mejor de lo mejor. Dentro del equipo encontra..."
334,Trabajo desde casa desarrollador node junior/midlevel / ref. 0111,Arequipa,Lambayeque,03/04/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$5,900.00",PEN,Mensual,Javascript,No disponible,No disponible,No disponible,Nivel no especificado,Universitario,5,Administración de sistemas,19,30,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-desarrollador-node-juniormidlevel-ref-0111-en-arequipa-A469D658F9469CA861373E686DCF3405#lc=ListOffers-Score3-7,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Desarrollador Node Junior/MidLevel en BairesDev Ser un desarrollador Node Junior/MidLevel en nuestro equipo de desarrollo es como ser un solucionador de problemas a tiempo completo. Esperamos que sus habilidades sean una combinación de experiencia, conocimiento e independencia. La innovación también está en el corazón de la estrategia de BairesDev. ¿Qué harás? - Ser un arquitecto de sistemas backen..."
335,Arquitecto de datos,Lima,Lima,01/04/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$4,800.00",PEN,Mensual,Python,No disponible,No disponible,No disponible,No disponible,Universitario,1,"Tecnología de la información,Lean,Agile",19,50,Arquitecto/a de software,Well hr,"Servicios de Recursos Humanos Recursos humanos de excelencia con servicios de reclutamiento y selección, benchmarking de compensaciones, desarrollo de habilidades, y más. ¡Contáctanos!",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-de-datos-experiencia-en-aws-en-lima-82DE56995603254361373E686DCF3405#lc=ListOffers-Score3-8,"Desde WELL HR, estamos en búsqueda de un Arquitecto de Datos para uno de nuestros clientes del sector financiero, una organización líder que está implementando soluciones innovadoras en el campo de la tecnología y la analítica de datos. Funciones principales: Diseñar, validar e implementar arquitecturas de soluciones de datos, analítica e inteligencia artificial (IA). Gestionar la estandarización de nuevas herramientas tecnológicas en la nube (Cloud) para analítica y IA. Optimizar costos, rendimiento y seguridad en la nube. Diseñar e implementar estrategias de migración de datos y creación de Data Lakes en Cloud. Configurar políticas de seguridad de infraestructura (Ej. IAM). Desarrollar soluciones de software en AWS, incluyendo pilotos y PoC. Implementar pipelines CI/CD y soluciones serverless. Participar en proyectos innovadores, con tecnologías como Generative AI. Automatizar infraestructura utilizando herramientas IaC (Terraform, CloudFormation). Liderar proyectos técnicos multi..."
336,Trabajo desde casa arquitecto react frontend / ref. 0169,Chiclayo,Ancash,04/05/2025,Contrato a plazo indeterminado,Tiempo completo,Presencial,"$3,600.00",PEN,Mensual,Typescript,No disponible,No disponible,No disponible,Nivel no especificado,Universitario,2,"Javascript,Lean,Agile",19,50,Arquitecto/a de software,Bairesdev llc,"Acerca de la compañía BairesDev es una premiada compañía de outsourcing de software. Más de 500 clientes confían en nosotros, entre los que destacan Google, Pinterest, Adobe, y Rolls-Royce. En los últimos 15 años hemos completado más de 1,200 proyectos en 100 sectores industriales. Impulsados por nuestros valores Empoderamos al talento para prosperar, fomentando la innovación y redefiniendo la esfera tecnológica. Promovemos la diversidad porque creemos en el potencial de cada pers...",https://pe.computrabajo.com//ofertas-de-trabajo/oferta-de-trabajo-de-trabajo-desde-casa-arquitecto-react-frontend-ref-0169-en-chiclayo-DAAFC40C0D96B64B61373E686DCF3405#lc=ListOffers-Score3-10,"En BairesDev® llevamos 15 años liderando proyectos de tecnología para clientes como Google, Rolls-Royce y las startups más innovadoras de Silicon Valley. Actualmente, contamos con un equipo de 4000 profesionales conformado por el top 1% de la industria trabajando de forma remota desde más de 50 países. Al postularte a esta vacante, estarás dando el primer paso en un proceso que va más allá de lo convencional: Buscaremos conocer en profundidad tus habilidades, intereses y expectativas con el objetivo de realizar una búsqueda personalizada y encontrar el rol ideal para ti en BairesDev. Arquitecto React Frontend en BairesDev ¿Eres un Arquitecto React Frontend capaz de proporcionar los más altos estándares de calidad e innovación tecnológica? ¿Te motiva el progreso continuo, ayudando a los diferentes tipos de clientes de todo el mundo? Si es así, probablemente eres un buen candidato para nuestro equipo de desarrollo. ¡Presenta tu candidatura! Dirigirás un equipo virtual y deberás ser..."
